# Model run (UTC): 2026-03-13 12:00
time_utc,time_local,s1_h,s1_p,s1_dir,s1_dirMin,s2_h,s2_p,s2_dir,s2_dirMin,s3_h,s3_p,s3_dir,s3_dirMin,s4_h,s4_p,s4_dir,s4_dirMin,s5_h,s5_p,s5_dir,s5_dirMin,s6_h,s6_p,s6_dir,s6_dirMin,s1_impact,s2_impact,s3_impact,s4_impact,s5_impact,s6_impact
2026-03-16T05:00:00+00:00,06:00,1.1,8.0,269.0,261.7,0.7,12.0,294.7,291.3,0.0,0.0,0.0,0.0,0.1,9.0,322.6,320.3,0.1,24.0,306.8,301.1,2.0,8.0,199.8,181.8,0.289,0.19,0.0,0.015,0.044,0.462
2026-03-16T06:00:00+00:00,07:00,1.0,8.0,266.9,260.1,0.8,12.0,294.3,291.1,0.0,0.0,0.0,0.0,0.2,9.0,319.1,315.7,0.1,23.0,306.4,300.9,1.9,8.0,200.7,182.3,0.278,0.197,0.0,0.025,0.056,0.445
2026-03-16T07:00:00+00:00,08:00,0.0,0.0,0.0,0.0,0.9,12.0,293.9,290.2,2.1,8.0,215.3,194.6,0.1,9.0,323.2,320.8,0.2,23.0,305.9,300.4,0.0,0.0,0.0,0.0,0.0,0.269,0.62,0.018,0.094,0.0
2026-03-16T08:00:00+00:00,09:00,0.0,0.0,0.0,0.0,0.9,12.0,293.7,290.0,2.0,7.0,216.5,195.9,0.1,9.0,323.1,320.7,0.3,22.0,305.2,299.7,0.0,0.0,0.0,0.0,0.0,0.274,0.588,0.017,0.121,0.0
2026-03-16T09:00:00+00:00,10:00,0.0,0.0,0.0,0.0,0.9,12.0,294.0,290.5,1.9,7.0,218.2,197.7,0.1,9.0,322.8,320.4,0.4,20.0,304.0,298.7,0.0,0.0,0.0,0.0,0.0,0.27,0.558,0.017,0.155,0.0
2026-03-16T10:00:00+00:00,11:00,0.0,0.0,0.0,0.0,1.0,12.0,293.8,290.2,1.9,7.0,219.0,198.8,0.1,9.0,322.8,320.4,0.6,20.0,303.9,298.8,0.0,0.0,0.0,0.0,0.0,0.277,0.524,0.016,0.183,0.0
2026-03-16T11:00:00+00:00,12:00,1.4,7.0,246.1,232.3,1.1,12.0,294.0,290.4,0.0,0.0,0.0,0.0,0.1,9.0,322.7,320.3,0.7,19.0,303.8,298.7,1.1,7.0,178.9,168.1,0.346,0.239,0.0,0.013,0.171,0.231
2026-03-16T12:00:00+00:00,13:00,1.4,7.0,244.0,229.6,1.1,12.0,293.8,289.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,18.0,301.9,297.0,1.0,7.0,178.5,168.1,0.333,0.234,0.0,0.0,0.23,0.202
2026-03-16T13:00:00+00:00,14:00,1.3,7.0,239.7,228.4,1.4,12.0,293.4,288.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,302.6,297.7,1.0,7.0,182.1,172.0,0.31,0.271,0.0,0.0,0.212,0.207
2026-03-16T14:00:00+00:00,15:00,1.2,7.0,240.2,230.8,1.4,12.0,293.6,288.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,18.0,301.8,296.7,1.0,7.0,187.2,177.0,0.281,0.269,0.0,0.0,0.241,0.209
2026-03-16T15:00:00+00:00,16:00,1.2,7.0,240.8,232.2,1.4,13.0,293.3,288.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,18.0,301.9,297.0,1.0,7.0,188.2,178.5,0.276,0.265,0.0,0.0,0.252,0.207
2026-03-16T16:00:00+00:00,17:00,1.3,7.0,238.2,228.7,1.5,13.0,292.7,287.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,18.0,302.0,297.0,0.9,7.0,188.0,178.7,0.283,0.272,0.0,0.0,0.256,0.19
2026-03-16T17:00:00+00:00,18:00,1.2,8.0,242.6,234.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,18.0,296.7,291.3,1.0,7.0,192.6,183.0,0.314,0.0,0.0,0.0,0.449,0.237
